,index,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
2033,2033,"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.9,17.7,24.5,17.7 - 24.5,23.8-25.9,
2034,2034,"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.0,18.7,21.3,18.7 - 21.3,23.8-25.9,
2035,2035,"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.4,22.4,24.3,22.4 - 24.3,23.8-25.9,
2036,2036,"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,21.0,20.3,21.7,20.3 - 21.7,23.8-25.9,
2037,2037,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,24.3,20.1,28.8,20.1 - 28.8,23.4-25.0,
2038,2038,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,16.6,14.1,19.4,14.1 - 19.4,13.2-20.2,
2039,2039,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,19.5,16.6,22.7,16.6 - 22.7,13.2-20.2,
2040,2040,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.5,22.8,32.6,22.8 - 32.6,25.1-33.0,
2041,2041,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,18.0,15.9,20.3,15.9 - 20.3,13.2-20.2,
2042,2042,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,21.9,18.9,25.1,18.9 - 25.1,20.3-23.3,
2043,2043,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.6,18.0,23.5,18.0 - 23.5,20.3-23.3,
2044,2044,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.3,16.9,28.4,16.9 - 28.4,20.3-23.3,
2045,2045,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.2,14.4,27.2,14.4 - 27.2,13.2-20.2,
2046,2046,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.0,17.5,22.7,17.5 - 22.7,13.2-20.2,
2047,2047,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.6,19.1,28.5,19.1 - 28.5,23.4-25.0,
2048,2048,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,13.2,9.3,17.9,9.3 - 17.9,13.2-20.2,
2049,2049,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.0,21.6,28.7,21.6 - 28.7,23.4-25.0,
2050,2050,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,18.4,15.5,21.7,15.5 - 21.7,13.2-20.2,
2051,2051,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.3,19.4,27.5,19.4 - 27.5,20.3-23.3,
2052,2052,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.3,18.7,26.2,18.7 - 26.2,20.3-23.3,
2053,2053,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.7,22.3,29.3,22.3 - 29.3,25.1-33.0,
2054,2054,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.9,19.5,28.8,19.5 - 28.8,23.4-25.0,
2055,2055,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.6,18.8,29.0,18.8 - 29.0,23.4-25.0,
2056,2056,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.4,18.6,28.7,18.6 - 28.7,23.4-25.0,
2057,2057,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.0,16.6,23.6,16.6 - 23.6,13.2-20.2,
2058,2058,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.5,20.2,27.0,20.2 - 27.0,23.4-25.0,
2059,2059,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,24.6,21.8,27.5,21.8 - 27.5,23.4-25.0,
2060,2060,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,24.0,20.7,27.5,20.7 - 27.5,23.4-25.0,
2061,2061,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.1,19.4,31.5,19.4 - 31.5,25.1-33.0,
2062,2062,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.8,22.1,29.9,22.1 - 29.9,25.1-33.0,
2063,2063,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,21.3,17.8,25.2,17.8 - 25.2,20.3-23.3,
2064,2064,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.9,20.5,27.5,20.5 - 27.5,23.4-25.0,
2065,2065,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,18.5,14.7,22.9,14.7 - 22.9,13.2-20.2,
2066,2066,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,28.7,23.7,34.1,23.7 - 34.1,25.1-33.0,
2067,2067,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,18.7,15.3,22.6,15.3 - 22.6,13.2-20.2,
2068,2068,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.8,17.3,24.6,17.3 - 24.6,20.3-23.3,
2069,2069,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,19.5,16.1,23.2,16.1 - 23.2,13.2-20.2,
2070,2070,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,18.9,15.8,22.4,15.8 - 22.4,13.2-20.2,
2071,2071,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.9,18.2,28.1,18.2 - 28.1,20.3-23.3,
2072,2072,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.4,23.3,31.9,23.3 - 31.9,25.1-33.0,
2073,2073,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.5,22.1,29.0,22.1 - 29.0,25.1-33.0,
2074,2074,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.3,19.2,25.6,19.2 - 25.6,20.3-23.3,
2075,2075,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.5,20.4,26.8,20.4 - 26.8,23.4-25.0,
2076,2076,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.9,18.2,28.2,18.2 - 28.2,20.3-23.3,
2077,2077,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,21.4,17.3,26.0,17.3 - 26.0,20.3-23.3,
2078,2078,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.5,21.1,34.6,21.1 - 34.6,25.1-33.0,
2079,2079,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,22.2,18.9,25.7,18.9 - 25.7,20.3-23.3,
2080,2080,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,17.5,15.2,20.0,15.2 - 20.0,13.2-20.2,
2081,2081,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,28.0,25.0,31.1,25.0 - 31.1,25.1-33.0,
2082,2082,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,27.4,22.3,32.9,22.3 - 32.9,25.1-33.0,
2083,2083,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,24.6,20.4,29.2,20.4 - 29.2,23.4-25.0,
2084,2084,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,20.8,18.4,23.4,18.4 - 23.4,20.3-23.3,
2085,2085,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,33.0,28.3,38.0,28.3 - 38.0,25.1-33.0,
2086,2086,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,23.3,19.5,27.3,19.5 - 27.3,20.3-23.3,
2087,2087,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,25.1,20.6,29.9,20.6 - 29.9,25.1-33.0,
2088,2088,"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.1,9.6,10.6,9.6 - 10.6,23.8-25.9,
2089,2089,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,13.1,11.8,14.5,11.8 - 14.5,23.8-25.9,
2090,2090,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,14.2,13.0,15.4,13.0 - 15.4,23.8-25.9,
2091,2091,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,12.0,10.9,13.2,10.9 - 13.2,23.8-25.9,
2092,2092,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.9,8.9,10.9,8.9 - 10.9,23.8-25.9,
2093,2093,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,6.2,5.2,7.2,5.2 - 7.2,23.8-25.9,
2094,2094,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,4.5,3.5,5.5,3.5 - 5.5,23.8-25.9,
2095,2095,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,16.491791443850268,13.0,19.347085561497323,9.1 - 13.6,23.8-25.9,1.0
2096,2096,"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,7.5,6.9,8.1,6.9 - 8.1,23.8-25.9,
2097,2097,"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,12.5,11.7,13.2,11.7 - 13.2,23.8-25.9,
2098,2098,"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,5.8,5.3,6.3,5.3 - 6.3,23.8-25.9,
2099,2099,"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,16.2,15.3,17.1,15.3 - 17.1,23.8-25.9,
2100,2100,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.8,7.6,10.0,7.6 - 10.0,23.8-25.9,
2101,2101,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.4,9.8,10.9,9.8 - 10.9,23.8-25.9,
2102,2102,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.5,8.4,12.9,8.4 - 12.9,23.8-25.9,
2103,2103,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,7.5,5.7,9.6,5.7 - 9.6,23.8-25.9,
2104,2104,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,13.0,10.8,15.4,10.8 - 15.4,23.8-25.9,
2105,2105,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,12.5,9.2,16.5,9.2 - 16.5,23.8-25.9,
2106,2106,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,7.0,6.0,8.0,6.0 - 8.0,23.8-25.9,
2107,2107,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.7,9.1,10.4,9.1 - 10.4,23.8-25.9,
2108,2108,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,12.8,12.2,13.5,12.2 - 13.5,23.8-25.9,
2109,2109,"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.0,5.4,11.4,5.4 - 11.4,4.4-8.4,
2110,2110,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.4,7.9,13.3,7.9 - 13.3,10.1-11.4,
2111,2111,"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.0,6.0,10.5,6.0 - 10.5,4.4-8.4,
2112,2112,"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,6.7,5.0,8.8,5.0 - 8.8,4.4-8.4,
2113,2113,"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11.3,9.9,12.8,9.9 - 12.8,10.1-11.4,
2114,2114,"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11.2,9.1,13.6,9.1 - 13.6,10.1-11.4,
2115,2115,"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,14.3,11.7,17.2,11.7 - 17.2,11.5-15.8,
2116,2116,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.1,6.7,14.6,6.7 - 14.6,10.1-11.4,
2117,2117,"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,14.2,10.5,18.6,10.5 - 18.6,11.5-15.8,
2118,2118,"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.4,6.2,11.0,6.2 - 11.0,4.4-8.4,
2119,2119,"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.4,7.6,13.8,7.6 - 13.8,10.1-11.4,
2120,2120,"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.3,5.8,11.4,5.8 - 11.4,4.4-8.4,
2121,2121,"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11.7,8.8,15.2,8.8 - 15.2,11.5-15.8,
2122,2122,"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,10.4,8.4,12.7,8.4 - 12.7,10.1-11.4,
2123,2123,"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.3,6.5,10.5,6.5 - 10.5,4.4-8.4,
2124,2124,"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.2,6.8,12.0,6.8 - 12.0,8.5-10.0,
2125,2125,"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,7.8,6.0,10.0,6.0 - 10.0,4.4-8.4,
2126,2126,"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,6.9,5.1,9.2,5.1 - 9.2,4.4-8.4,
2127,2127,"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,9.1,6.0,13.0,6.0 - 13.0,8.5-10.0,
2128,2128,"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,8.7,6.0,12.0,6.0 - 12.0,8.5-10.0,
2129,2129,"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,11.1,8.7,14.0,8.7 - 14.0,10.1-11.4,
2130,2130,"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,13.4,10.8,16.3,10.8 - 16.3,11.5-15.8,
